frame,time_s,p1_status,p1_x_px,p1_y_px,p1_dx_px,p1_dy_px,p1_disp_px,p1_dx_mm,p1_dy_mm,p1_disp_mm,p2_status,p2_x_px,p2_y_px,p2_dx_px,p2_dy_px,p2_disp_px,p2_dx_mm,p2_dy_mm,p2_disp_mm,p3_status,p3_x_px,p3_y_px,p3_dx_px,p3_dy_px,p3_disp_px,p3_dx_mm,p3_dy_mm,p3_disp_mm
425,14.173186671575847,1,311.0065002441406,911.0504760742188,-0.993499755859375,-0.94952392578125,1.3742770646866207,-0.10074938453715863,-0.09628985871568588,0.139363464997477,1,300.6324157714844,1065.1697998046875,-1.367584228515625,0.1697998046875,1.3780851191985894,-0.13868475408581446,0.01721915452510369,0.13974963434085338,1,355.8842468261719,1186.3270263671875,-1.115753173828125,-0.6729736328125,1.3029960304499733,-0.11314692821572897,-0.06824529036441168,0.13213495760614669
426,14.206535346097201,1,310.97430419921875,910.9749755859375,-1.02569580078125,-1.0250244140625,1.4500782479454208,-0.10401433925031182,-0.10394625488662522,0.14705035421458262,1,300.7629089355469,1064.8873291015625,-1.237091064453125,-0.1126708984375,1.2422113480018122,-0.12545162958018122,-0.011425794124134223,0.12597087018707975,1,355.7918395996094,1186.3043212890625,-1.208160400390625,-0.6956787109375,1.394137877659056,-0.12251781245404923,-0.07054777975454056,0.14137752154009756
427,14.239884020618556,1,310.8656921386719,911.0829467773438,-1.134307861328125,-0.91705322265625,1.4586435265187305,-0.11502853244852247,-0.09299705130829725,0.14791894682324797,1,300.7432861328125,1064.8321533203125,-1.2567138671875,-0.1678466796875,1.2678731213585528,-0.1274415498461125,-0.017021090921651744,0.1285731937977054,1,355.7649230957031,1186.412841796875,-1.235076904296875,-0.587158203125,1.3675414856685448,-0.1252473764891214,-0.05954287078774173,0.13868041959502944
428,14.273232695139912,1,311.0533752441406,910.9706420898438,-0.946624755859375,-1.02935791015625,1.3984549101086756,-0.09599585805431189,-0.10438570850678423,0.14181530560573116,1,300.7400207519531,1064.7958984375,-1.259979248046875,-0.2041015625,1.2764032095398812,-0.12777268743313372,-0.02069764656072852,0.12943821779921927,1,355.79052734375,1186.279052734375,-1.20947265625,-0.720947265625,1.408044411951766,-0.12265088643761851,-0.07311022762420014,0.14278776322639117
429,14.306581369661266,1,310.888427734375,911.174560546875,-1.111572265625,-0.825439453125,1.3845371762729937,-0.11272294831458965,-0.08370663040887934,0.14040392818985648,1,300.7762451171875,1064.866943359375,-1.2237548828125,-0.133056640625,1.2309671331200707,-0.12409922653786089,-0.013493082985163926,0.1248306104917373,1,355.75592041015625,1186.45361328125,-1.24407958984375,-0.54638671875,1.358776093509223,-0.1261603259112827,-0.055408293065682325,0.13779153375477612
430,14.339930044182621,1,311.0886535644531,911.035888671875,-0.911346435546875,-0.964111328125,1.3266736518838933,-0.09241833421696108,-0.09776914625396761,0.1345360712176018,1,300.644287109375,1065.1455078125,-1.355712890625,0.1455078125,1.3634991621945824,-0.13748089874608307,0.014755738457170093,0.13827049337240088,1,355.7355041503906,1186.5772705078125,-1.264495849609375,-0.4227294921875,1.3332854072719902,-0.12823070951611634,-0.0428683911721309,0.13520655984342417
431,14.373278718703975,1,311.09686279296875,911.0004272460938,-0.90313720703125,-0.99957275390625,1.3471460592956992,-0.09158584813370212,-0.10136523855414203,0.13661214867466095,1,300.5857849121094,1064.8677978515625,-1.414215087890625,-0.1322021484375,1.4203808372647735,-0.1434135226182297,-0.0134064301586537,0.14403878241421073,1,355.61407470703125,1186.505859375,-1.38592529296875,-0.494140625,1.4713816211187043,-0.1405446951119804,-0.05011009167334273,0.14921069871705026
432,14.406627393225332,1,311.0616455078125,910.9743041992188,-0.9383544921875,-1.02569580078125,1.3901658277877322,-0.09515718248344504,-0.10401433925031182,0.14097472166266767,1,300.7252197265625,1064.8477783203125,-1.2747802734375,-0.1522216796875,1.2838365103517937,-0.12927363817804302,-0.015436582094036162,0.1301920181675263,1,355.7156677246094,1186.4432373046875,-1.284332275390625,-0.5567626953125,1.3998193070899185,-0.1302422929886752,-0.056460505959020794,0.14195366714564486
433,14.439976067746686,1,310.9349060058594,911.1070556640625,-1.065093994140625,-0.8929443359375,1.3898830178965755,-0.10800965350119408,-0.09055220370318727,0.1409460423174469,1,300.6360778808594,1065.0673828125,-1.363922119140625,0.0673828125,1.3655855851983292,-0.13831338482934205,0.00683319431909219,0.13848207453512582,1,355.727783203125,1186.493896484375,-1.272216796875,-0.506103515625,1.3691882072158195,-0.12901367969851232,-0.05132323124448591,0.13884741126403946
434,14.47332474226804,1,311.1486511230469,911.0565795898438,-0.851348876953125,-0.94342041015625,1.270762361965735,-0.08633406789842157,-0.09567090995489853,0.1288661875415253,1,300.7373352050781,1065.1094970703125,-1.262664794921875,0.1094970703125,1.2674036423894801,-0.12804502488788014,0.01110394076852481,0.12852558460916938,1,355.7440490722656,1186.5450439453125,-1.255950927734375,-0.4549560546875,1.3358135141454637,-0.1273641812510141,-0.04613644062908803,0.13546293153354733
435,14.506673416789395,1,311.0744323730469,911.031494140625,-0.925567626953125,-0.968505859375,1.3396563110392705,-0.09386048482959558,-0.09821478936173449,0.13585262405200946,1,300.6125183105469,1064.98046875,-1.387481689453125,-0.01953125,1.3876191510260516,-0.14070252704598118,-0.0019806360345194754,0.1407164668268298,1,355.7413635253906,1186.4395751953125,-1.258636474609375,-0.5604248046875,1.3777669385371891,-0.1276365187057605,-0.0568318752154932,0.13971736809658042
436,14.540022091310751,1,310.9575500488281,911.080078125,-1.042449951171875,-0.919921875,1.3903086552279533,-0.10571335359867307,-0.09328795722586729,0.14098920558841846,1,300.69146728515625,1064.65673828125,-1.30853271484375,-0.34326171875,1.3528068869485987,-0.13269642482519697,-0.03480967830667978,0.13718620508346926,1,355.74102783203125,1186.3336181640625,-1.25897216796875,-0.6663818359375,1.4244562720516794,-0.1276705608876038,-0.06757682570276136,0.14445206640756905
437,14.573370765832106,1,311.0627746582031,910.7528686523438,-0.937225341796875,-1.24713134765625,1.5600410057473373,-0.09504267696269939,-0.12646980029167637,0.15820151968313242,1,300.70794677734375,1064.6834716796875,-1.29205322265625,-0.3165283203125,1.3302600150858679,-0.13102526317107116,-0.03209868273443125,0.13489975916336594,1,355.7843322753906,1186.273681640625,-1.215667724609375,-0.726318359375,1.416116653324198,-0.12327911942981766,-0.07365490253369299,0.14360635764003996
438,14.60671944035346,1,310.9902648925781,910.96142578125,-1.009735107421875,-1.03857421875,1.4485169640057511,-0.10239578824085294,-0.1053203211355731,0.14689202665075407,1,300.67547607421875,1064.8267822265625,-1.32452392578125,-0.1732177734375,1.3358023907006678,-0.1343180705784598,-0.017565765831144598,0.1354618035209731,1,355.8247375488281,1186.225830078125,-1.175262451171875,-0.774169921875,1.4073311255957026,-0.1191816786334055,-0.0785074608182657,0.14271542988061195
439,14.640068114874815,1,310.8923645019531,910.9361572265625,-1.107635498046875,-1.0638427734375,1.5357792299444413,-0.11232372636388181,-0.10788276900523268,0.15574116781540004,1,300.571533203125,1064.833740234375,-1.428466796875,-0.166259765625,1.4381097661305282,-0.14485876797466812,-0.016860164243847033,0.14583664764889598,1,355.87060546875,1186.4454345703125,-1.12939453125,-0.5545654296875,1.2582030134369766,-0.11453027869608867,-0.05623768440513736,0.1275925620302985
440,14.673416789396171,1,311.1648864746094,910.7658081054688,-0.835113525390625,-1.23419189453125,1.4901826172711163,-0.08468766419472726,-0.12515762891880722,0.1511172807568239,1,300.8175354003906,1064.7064208984375,-1.182464599609375,-0.2935791015625,1.2183641566475945,-0.11991203817113455,-0.029771435393870865,0.12355256073334561,1,355.9122009277344,1186.2135009765625,-1.087799072265625,-0.7864990234375,1.3423440451278112,-0.11031214289132298,-0.07975773731505613,0.13612518330894233
441,14.706765463917526,1,310.9314270019531,910.8782348632812,-1.068572998046875,-1.12176513671875,1.5492595890013148,-0.10836245429484287,-0.1137565927451045,0.15710819168260282,1,300.7106628417969,1064.58349609375,-1.289337158203125,-0.41650390625,1.3549412575624151,-0.1307498309725208,-0.04223706343612781,0.13740264854452497,1,355.7238464355469,1186.15869140625,-1.276153564453125,-0.84130859375,1.5285182596174698,-0.12941290164922017,-0.0853158971869264,0.155004843234271
442,14.74011413843888,1,310.9518737792969,910.7797241210938,-1.048126220703125,-1.22027587890625,1.6086148685020405,-0.10628897594620529,-0.1237464257442121,0.16312732540001018,1,300.69757080078125,1064.56689453125,-1.30242919921875,-0.43310546875,1.3725531559975197,-0.13207747606440964,-0.04392060406546937,0.13918864589118046,1,355.77691650390625,1186.1055908203125,-1.22308349609375,-0.8944091796875,1.5152230921967158,-0.12403114217417427,-0.09070075140577623,0.15365659938513104
443,14.773462812960235,1,310.8431701660156,910.5856323242188,-1.156829833984375,-1.41436767578125,1.8272085778835354,-0.11731245337582774,-0.1434289963372494,0.18529459977928783,1,300.6354064941406,1064.440185546875,-1.364593505859375,-0.559814453125,1.4749602225691454,-0.13838146919302866,-0.056769980339414466,0.14957359955472974,1,355.71826171875,1185.9095458984375,-1.28173828125,-1.0904541015625,1.6828378321264896,-0.12997923976534057,-0.11058138560226546,0.1706541696287929
444,14.80681148748159,1,310.7716979980469,910.860107421875,-1.228302001953125,-1.139892578125,1.6757329434210315,-0.12456034336464744,-0.11559487056464289,0.1699336730609193,1,300.57928466796875,1064.52734375,-1.42071533203125,-0.47265625,1.4972761887282946,-0.14407270304846823,-0.047931392035371306,0.15183662965879005,1,355.6574401855469,1185.982421875,-1.342559814453125,-1.017578125,1.6846163052347929,-0.13614706416658637,-0.10319113739846467,0.17083452203453903
445,14.840160162002945,1,310.8392639160156,910.7472534179688,-1.160736083984375,-1.25274658203125,1.7078296915835494,-0.11770858058273163,-0.12703923315160073,0.1731885582322002,1,300.5785827636719,1064.467529296875,-1.421417236328125,-0.532470703125,1.517877468512237,-0.14414388215595877,-0.0539970898910872,0.1539257758781715,1,355.65130615234375,1186.038330078125,-1.34869384765625,-0.961669921875,1.6564371806213747,-0.13676910767117764,-0.09752156674965268,0.16797691744545482
446,14.8735088365243,1,310.8203430175781,910.8077392578125,-1.179656982421875,-1.1922607421875,1.677222785898812,-0.11962732174117238,-0.12090545093219823,0.1700847558486185,1,300.54339599609375,1064.45654296875,-1.45660400390625,-0.54345703125,1.5546834948023287,-0.14771212176189774,-0.0551111976605044,0.157658222186402,1,355.55487060546875,1185.9959716796875,-1.44512939453125,-1.0040283203125,1.7596794693715663,-0.14654849809161757,-0.10181707114951678,0.1784465697915614
447,14.906857511045654,1,310.83966064453125,910.7947387695312,-1.16033935546875,-1.20526123046875,1.6730337873219057,-0.11766834891328046,-0.12222381179267526,0.16965995551428395,1,300.6190185546875,1064.494384765625,-1.3809814453125,-0.505615234375,1.4706313329755651,-0.14004334661574266,-0.05127371534362292,0.14913461307314246,1,355.6105041503906,1186.0400390625,-1.389495849609375,-0.9599609375,1.6888527815080738,-0.140906780137041,-0.09734826109663222,0.17126413701393087
448,14.94020618556701,1,310.8796081542969,910.7464599609375,-1.120391845703125,-1.2535400390625,1.6812615850755852,-0.11361732927392734,-0.1271196964905031,0.1704943246773266,1,300.6856994628906,1064.5445556640625,-1.314300537109375,-0.4554443359375,1.3909764358117438,-0.133281331404141,-0.04618595652995102,0.14105692425913374,1,355.6712951660156,1186.0194091796875,-1.328704833984375,-0.9805908203125,1.6513675825613712,-0.1347420504795991,-0.09944030790809341,0.16746281678122837
449,14.973554860088365,1,310.8735656738281,910.8115234375,-1.126434326171875,-1.1884765625,1.6374769710716859,-0.11423008854710681,-0.12052170270051007,0.16605418980353975,1,300.6158752441406,1064.541259765625,-1.384124755859375,-0.458740234375,1.4581645800173602,-0.14036210522754813,-0.04652018886077618,0.14787037754584784,1,355.6300048828125,1185.981201171875,-1.3699951171875,-1.018798828125,1.707289569260723,-0.13892923884632546,-0.10331492715062214,0.17313378520253553
450,15.00690353460972,1,310.80865478515625,910.7587280273438,-1.19134521484375,-1.24127197265625,1.7204823541765952,-0.12081260861808013,-0.12587560948132054,0.17447164658877765,1,300.5309753417969,1064.5716552734375,-1.469024658203125,-0.4283447265625,1.5302001997067936,-0.14897168249009998,-0.04343782403205525,0.15517540636509045,1,355.5870361328125,1186.0771484375,-1.4129638671875,-0.9228515625,1.6876379636599037,-0.1432866381222683,-0.09358505263104522,0.17114094407925115
451,15.040252209131074,1,310.63330078125,910.80078125,-1.36669921875,-1.19921875,1.8182388085406775,-0.1385950065155003,-0.12161105251949579,0.18438498834214007,1,300.47705078125,1064.5413818359375,-1.52294921875,-0.4586181640625,1.5905046190751202,-0.1544400947916561,-0.046507809885560435,0.16129079099442456,1,355.5434875488281,1186.060302734375,-1.456512451171875,-0.939697265625,1.7333376680386905,-0.14770283753048594,-0.09529335121081826,0.1757752855197382
452,15.07360088365243,1,310.7673645019531,910.7492065429688,-1.232635498046875,-1.25079345703125,1.756096393481136,-0.12499979698480645,-0.12684116954814878,0.1780832152073436,1,300.6370544433594,1064.443115234375,-1.362945556640625,-0.556884765625,1.4723251110239322,-0.1382143530276161,-0.05647288493423654,0.14930637667440064,1,355.56964111328125,1186.0418701171875,-1.43035888671875,-0.9581298828125,1.721609542594835,-0.14505064209051222,-0.09716257646839602,0.1745859531487192
453,15.106949558173785,1,310.8004150390625,910.6161499023438,-1.1995849609375,-1.38385009765625,1.8314052449664537,-0.12164818944514304,-0.14033425253331272,0.1857201777658125,1,300.5191955566406,1064.37353515625,-1.480804443359375,-0.62646484375,1.6078681537761672,-0.15016625359841954,-0.06352890080721217,0.16305160213121936,1,355.53704833984375,1185.893798828125,-1.46295166015625,-1.106201171875,1.8340961241471374,-0.1483558284731166,-0.11217827340509678,0.18599305596202628
454,15.14029823269514,1,310.7334289550781,910.610107421875,-1.266571044921875,-1.389892578125,1.8804264384871452,-0.12844115209478404,-0.14094701180649216,0.19069134665373488,1,300.364990234375,1064.3892822265625,-1.635009765625,-0.6107177734375,1.7453461354360558,-0.16580399403971158,-0.061932013004380844,0.1769930469659628,1,355.50286865234375,1185.996826171875,-1.49713134765625,-1.003173828125,1.8021542668622978,-0.15182194153352566,-0.10173041832300656,0.1827538780523773
455,15.173646907216494,1,310.5624084472656,910.6322021484375,-1.437591552734375,-1.3677978515625,1.9843236719931105,-0.1457840963720452,-0.138706417292442,0.2012274160076574,1,300.2713317871094,1064.3936767578125,-1.728668212890625,-0.6063232421875,1.8319174829329046,-0.17530176277399326,-0.06148636989661396,0.1857721230829121,1,355.3009948730469,1185.8575439453125,-1.699005126953125,-1.1424560546875,2.0473945048048585,-0.1722936717965668,-0.11585482904417356,0.2076233386543954
456,15.20699558173785,1,310.6589050292969,910.5230102539062,-1.341094970703125,-1.47698974609375,1.9950023635352656,-0.1359985164639974,-0.14977941062292746,0.20231032679267683,1,300.4725341796875,1064.3026123046875,-1.5274658203125,-0.6973876953125,1.6791371086948852,-0.15489811687463872,-0.07072108540756102,0.17027888457625265,1,355.4578552246094,1185.80615234375,-1.542144775390625,-1.19384765625,1.9502519669515064,-0.15638668864433228,-0.12106637761000294,0.1977722532933959
457,15.240344256259204,1,310.4967346191406,910.5169067382812,-1.503265380859375,-1.48309326171875,2.111722621048002,-0.15244398503811693,-0.1503983593837148,0.21414676060966847,1,300.3108215332031,1064.41552734375,-1.689178466796875,-0.58447265625,1.7874373215847799,-0.1712971642916992,-0.059270533332995305,0.1812614537510805,1,355.2997131347656,1185.9493408203125,-1.700286865234375,-1.0506591796875,1.9987146209377036,-0.17242365103633214,-0.10654583968193203,0.20268678148864766
458,15.273692930780559,1,310.51800537109375,910.7186279296875,-1.48199462890625,-1.2813720703125,1.959138193870947,-0.15028694860677308,-0.12994210283969335,0.198673392813271,1,300.3553771972656,1064.38671875,-1.644622802734375,-0.61328125,1.755248715958919,-0.16677883833795165,-0.06219197148391153,0.17799725344626044,1,355.3647766113281,1185.84814453125,-1.635223388671875,-1.15185546875,2.000181629689867,-0.16582565724633913,-0.11680801013578607,0.20283554874099916
459,15.307041605301913,1,310.4787902832031,910.6087036132812,-1.521209716796875,-1.39129638671875,2.0615005792320016,-0.1542636943948317,-0.14108937002147326,0.20905381541937526,1,300.1784362792969,1064.49267578125,-1.821563720703125,-0.50732421875,1.8908919195744929,-0.1847221629131765,-0.051447020996643375,0.19175263607249626,1,355.2886047363281,1185.8690185546875,-1.711395263671875,-1.1309814453125,2.051339264519567,-0.1735501377809651,-0.11469120537389338,0.2080233710762052
460,15.34039027982327,1,310.4588928222656,910.4627685546875,-1.541107177734375,-1.5372314453125,2.176715840370986,-0.15628146735499843,-0.15588843489189846,0.22073762971382357,1,300.20697021484375,1064.45068359375,-1.79302978515625,-0.54931640625,1.8752877978147469,-0.18182857745649572,-0.05570538847086025,0.19017024447726388,1,355.20599365234375,1185.9222412109375,-1.79400634765625,-1.0777587890625,2.0928503966677563,-0.18192760925822168,-0.10929397217982781,0.21223295541752504
461,15.373738954344624,1,310.53948974609375,910.6913452148438,-1.46051025390625,-1.30865478515625,1.961037365395583,-0.14810824896880165,-0.13270880380041272,0.19886598507221132,1,300.396728515625,1064.385498046875,-1.603271484375,-0.614501953125,1.717000903612009,-0.16258546048361744,-0.062315761236068995,0.17411859768301802,1,355.4133605957031,1185.7628173828125,-1.586639404296875,-1.2371826171875,2.0119755037123226,-0.16089882511047196,-0.12546091381159302,0.20403154858102265
462,15.407087628865979,1,310.5446472167969,910.686279296875,-1.455352783203125,-1.313720703125,1.9605901686472689,-0.14758523726593634,-0.13322253127186623,0.19882063549170667,1,300.3304138183594,1064.4476318359375,-1.669586181640625,-0.5523681640625,1.758587105205511,-0.16931033876957186,-0.05601486285125391,0.17833579470905994,1,355.38653564453125,1185.8541259765625,-1.61346435546875,-1.1458740234375,1.9789629870103769,-0.16361910491413229,-0.11620144035021447,0.2006837966363161
463,15.440436303387335,1,310.5550842285156,910.4828491210938,-1.444915771484375,-1.51715087890625,2.0951201340377343,-0.14652683488499,-0.15385209346890813,0.2124631262270674,1,300.26806640625,1064.4368896484375,-1.73193359375,-0.5631103515625,1.82117743265082,-0.17563290036101448,-0.05710421267023963,0.18468298999612823,1,355.39678955078125,1185.8035888671875,-1.60321044921875,-1.1964111328125,2.00042079153409,-0.16257927099600958,-0.12132633608953362,0.20285980180041677
464,15.47378497790869,1,310.71124267578125,910.4468994140625,-1.28875732421875,-1.5531005859375,2.0181716653364448,-0.13069103084024603,-0.15749770166994553,0.20465989243963095,1,300.44879150390625,1064.4058837890625,-1.55120849609375,-0.5941162109375,1.6610905666014018,-0.15730582755410147,-0.060248472375039296,0.16844881063992878,1,355.58636474609375,1185.8433837890625,-1.41363525390625,-1.1566162109375,1.826506416766721,-0.1433547224859549,-0.11729079016920019,0.1852233946280558
465,15.507133652430044,1,310.52520751953125,910.5533447265625,-1.47479248046875,-1.4466552734375,2.065871327215637,-0.149556589069044,-0.1467032352818144,0.20949704670022987,1,300.3582763671875,1064.290771484375,-1.6417236328125,-0.709228515625,1.7883684111252673,-0.16648483767657765,-0.07192184600348846,0.18135587420523747,1,355.4754638671875,1185.7047119140625,-1.5245361328125,-1.2952880859375,2.000495350112698,-0.1546010214694608,-0.13135330601428846,0.20286736267887942
466,15.540482326951398,1,310.5250244140625,910.5540161132812,-1.4749755859375,-1.44598388671875,2.065531984686254,-0.14957515753186765,-0.1466351509181278,0.20946263446129273,1,300.2803649902344,1064.3409423828125,-1.719635009765625,-0.6590576171875,1.8416029728430845,-0.174385718608028,-0.06683408718981655,0.18675431471570964,1,355.401611328125,1185.7769775390625,-1.598388671875,-1.2230224609375,2.012617769556839,-0.16209030147498757,-0.12402495268656641,0.20409667983864263
467,15.573831001472755,1,310.5628662109375,910.5808715820312,-1.4371337890625,-1.41912841796875,2.0197225042939997,-0.14573767521498615,-0.14391177637066352,0.20481716079281212,1,300.32611083984375,1064.290283203125,-1.67388916015625,-0.709716796875,1.81813169277011,-0.16974669764592693,-0.07197136190435144,0.18437412588556146,1,355.4014892578125,1185.7774658203125,-1.5985107421875,-1.2225341796875,2.012418051348432,-0.16210268045020332,-0.12397543678570341,0.20407642670173023
468,15.607179675994109,1,310.56390380859375,910.3789672851562,-1.43609619140625,-1.62103271484375,2.165668334155818,-0.1456324539256523,-0.1643866013775086,0.219617317962075,1,300.3603515625,1064.258544921875,-1.6396484375,-0.741455078125,1.7995006617041132,-0.16627439509790995,-0.07518989546044559,0.1824847797612957,1,355.4012451171875,1185.7772216796875,-1.5987548828125,-1.2227783203125,2.012760292718204,-0.16212743840063482,-0.12400019473613491,0.20411113290791127
469,15.640528350515464,1,310.58392333984375,910.3877563476562,-1.41607666015625,-1.61224365234375,2.145833801104362,-0.14360230199026985,-0.16349531516197482,0.21760592642852847,1,300.3226623535156,1064.2720947265625,-1.677337646484375,-0.7279052734375,1.8284714018578097,-0.17009640369577175,-0.0738158292114977,0.18542266094632542,1,355.4114685058594,1185.8631591796875,-1.588531494140625,-1.1368408203125,1.9534173539224648,-0.16109069922631603,-0.11528539618424921,0.1980932506436873
470,15.673877025036818,1,310.5738525390625,910.3591918945312,-1.4261474609375,-1.64080810546875,2.173970519420727,-0.14462356744556895,-0.16639199536245955,0.2204592306558829,1,300.2726745605469,1064.28857421875,-1.727325439453125,-0.71142578125,1.8680952374033568,-0.17516559404662005,-0.0721446675573719,0.1894408572475035,1,355.41656494140625,1185.908203125,-1.58343505859375,-1.091796875,1.9233530619840857,-0.1605738770110586,-0.11071755432963867,0.19504447394145538
471,15.707225699558174,1,310.4230041503906,910.3146362304688,-1.576995849609375,-1.68536376953125,2.3081089543896707,-0.15992088606842797,-0.17091032131620712,0.234062016853056,1,300.0440673828125,1064.385009765625,-1.9559326171875,-0.614990234375,2.0503378724870105,-0.1983483198819097,-0.06236527713693198,0.20792182134721385,1,355.2818298339844,1185.8472900390625,-1.718170166015625,-1.1527099609375,2.069021259782193,-0.17423717090543905,-0.1168946629622963,0.2098164768415484
472,15.740574374079529,1,310.4590759277344,910.3988647460938,-1.540924072265625,-1.60113525390625,2.222179357700253,-0.1562628988921748,-0.16236882841734188,0.22534801976455496,1,300.0565185546875,1064.480712890625,-1.9434814453125,-0.519287109375,2.011660813913968,-0.19708566440990355,-0.05266016056778655,0.2039996363401616,1,355.2042541503906,1186.041015625,-1.795745849609375,-0.958984375,2.0357686970487183,-0.18210400965504608,-0.09724922929490624,0.2064443821732584
473,15.773923048600883,1,310.4032287597656,910.4983520507812,-1.596771240234375,-1.50164794921875,2.1919454730974723,-0.16192628005337892,-0.1522799636165083,0.2222820449135971,1,300.0263671875,1064.5799560546875,-1.9736328125,-0.4200439453125,2.017836315108426,-0.20014327128819298,-0.042596053717384466,0.20462588505424606,1,355.30072021484375,1185.802490234375,-1.69927978515625,-1.197509765625,2.0788413664846854,-0.17232152449080224,-0.12143774686647534,0.21081231977007486
474,15.807271723122238,1,310.5589599609375,910.4771118164062,-1.4410400390625,-1.52288818359375,2.0966127000260975,-0.14613380242189006,-0.1544339053040482,0.21261448520206644,1,300.28656005859375,1064.52734375,-1.71343994140625,-0.47265625,1.777436458349585,-0.17375748561582885,-0.047931392035371306,0.18024728056196418,1,355.3938293457031,1186.0616455078125,-1.606170654296875,-0.9383544921875,1.8601863680107196,-0.1628794611449914,-0.09515718248344504,0.1886388301518816
475,15.840620397643594,1,310.55975341796875,910.4747924804688,-1.44024658203125,-1.52520751953125,2.0977531300625833,-0.1460533390829877,-0.1546691058331474,0.21273013457551218,1,300.26239013671875,1064.4903564453125,-1.73760986328125,-0.5096435546875,1.8108077175135948,-0.1762085227085467,-0.05168222152574256,0.18363141206494152,1,355.3492431640625,1186.103271484375,-1.6507568359375,-0.896728515625,1.878595262990249,-0.16740088184254293,-0.09093595193487541,0.1905056497743912
476,15.873969072164948,1,310.60760498046875,910.5859375,-1.39239501953125,-1.4140625,1.9845242866545323,-0.14120078079841497,-0.14339804889921,0.2012477600525836,1,300.2206115722656,1064.6361083984375,-1.779388427734375,-0.3638916015625,1.816215921756753,-0.18044522697613602,-0.03690172511814098,0.18417985029629078,1,355.39654541015625,1186.38134765625,-1.60345458984375,-0.61865234375,1.7186614978285737,-0.16260402894644105,-0.06273664639340439,0.17428699615951299
477,15.907317746686303,1,310.5408020019531,910.4825439453125,-1.459197998046875,-1.5174560546875,2.105215351314863,-0.14797517498523238,-0.1538830409069475,0.21348686772417508,1,300.1777038574219,1064.373779296875,-1.822296142578125,-0.626220703125,1.9268927319073792,-0.184796436764471,-0.06350414285678069,0.19540342678883482,1,355.3108825683594,1185.933349609375,-1.689117431640625,-1.066650390625,1.9977138818391103,-0.17129097480409133,-0.10816748543519485,0.20258529797275254
478,15.940666421207657,1,310.5635070800781,910.6798706054688,-1.436492919921875,-1.32012939453125,1.9509622055004343,-0.1456726855951035,-0.13387242747069292,0.19784427756542722,1,300.1472473144531,1064.7347412109375,-1.852752685546875,-0.2652587890625,1.871644928659296,-0.1878849910807998,-0.026899513143817624,0.1898008263438456,1,355.30877685546875,1186.188232421875,-1.69122314453125,-0.811767578125,1.8759537109142905,-0.17150451212656295,-0.08232018518471569,0.19023777376908158
479,15.974015095729014,1,310.5845947265625,910.8579711914062,-1.4154052734375,-1.14202880859375,1.8186813595934677,-0.14353421762658322,-0.11581150263091845,0.18442986680932832,1,300.1570739746094,1064.6683349609375,-1.842926025390625,-0.3316650390625,1.8725325185957162,-0.18688848357593218,-0.033633675661183846,0.18989083556557748,1,355.2693176269531,1186.313720703125,-1.730682373046875,-0.686279296875,1.8617842919345966,-0.17550601586505307,-0.06959459866292807,0.18880087332392903
480,16.007363770250368,1,310.51019287109375,911.001708984375,-1.48980712890625,-0.998291015625,1.7933516758342403,-0.15107920302058087,-0.10123525931437669,0.1818612199282271,1,300.1034851074219,1064.740966796875,-1.896514892578125,-0.259033203125,1.9141230206263689,-0.192322853695645,-0.026268185407814542,0.1941084686927796,1,355.2217712402344,1186.4837646484375,-1.778228759765625,-0.5162353515625,1.8516469588613405,-0.18032762671158642,-0.052350686187392886,0.1877728609243736
481,16.040712444771724,1,310.5160217285156,910.7078857421875,-1.483978271484375,-1.2921142578125,1.967676489029663,-0.15048810695402895,-0.13103145265867905,0.1995392490725845,1,300.2536315917969,1064.4765625,-1.746368408203125,-0.5234375,1.8231262802055612,-0.17709671418027653,-0.05308104572512194,0.18488061982999474,1,355.3204040527344,1186.0748291015625,-1.679595947265625,-0.9251708984375,1.917546280376764,-0.17032541473726306,-0.0938202531601444,0.1944556165515778
482,16.074061119293077,1,310.4277648925781,910.745849609375,-1.572235107421875,-1.254150390625,2.011172900402826,-0.15943810603501385,-0.1271815913665818,0.2039501577311685,1,300.1187438964844,1064.7164306640625,-1.881256103515625,-0.2835693359375,1.902507843689173,-0.19077548179367665,-0.028756359426179635,0.19293059026773615,1,355.1915588378906,1186.4007568359375,-1.808441162109375,-0.5992431640625,1.9051382644016006,-0.18339142307748374,-0.060768389334100656,0.19319733745744394
483,16.107409793814433,1,310.34832763671875,910.51513671875,-1.65167236328125,-1.48486328125,2.220999900862579,-0.16749372415666103,-0.1505778545243431,0.22522841273920546,1,299.96136474609375,1064.7301025390625,-2.03863525390625,-0.2698974609375,2.0564236766507795,-0.20673507559057813,-0.027369914202016,0.20853897401413427,1,355.2572937011719,1186.239990234375,-1.742706298828125,-0.760009765625,1.9012206836189716,-0.17672534492380412,-0.07707149969323909,0.1928000612121337
484,16.140758468335786,1,310.46630859375,910.8857421875,-1.53369140625,-1.1142578125,1.8957267214243692,-0.1555294446106418,-0.11299528576933607,0.19224292638999393,1,300.04705810546875,1064.826171875,-1.95294189453125,-0.173828125,1.9606627095082734,-0.19804503498912393,-0.017627660707223332,0.19882799175632265,1,355.3171081542969,1186.2969970703125,-1.682891845703125,-0.7030029296875,1.8238251241506898,-0.17065964706808823,-0.07129051826748536,0.18495148859160637
