frame,time_s,p1_status,p1_x_px,p1_y_px,p1_dx_px,p1_dy_px,p1_disp_px,p1_dx_mm,p1_dy_mm,p1_disp_mm,p2_status,p2_x_px,p2_y_px,p2_dx_px,p2_dy_px,p2_disp_px,p2_dx_mm,p2_dy_mm,p2_disp_mm,p3_status,p3_x_px,p3_y_px,p3_dx_px,p3_dy_px,p3_disp_px,p3_dx_mm,p3_dy_mm,p3_disp_mm
11,0.36683541973490424,1,311.5686340332031,911.4672241210938,-0.431365966796875,-0.53277587890625,0.6855120235670049,-0.043744203668644975,-0.05402803732912657,0.0695167905778265,1,301.3755187988281,1064.984375,-0.624481201171875,-0.015625,0.624676645347069,-0.06332774245995629,-0.0015845088276155803,0.06334756217329396,1,356.5857849121094,1186.7535400390625,-0.414215087890625,-0.2464599609375,0.48199237689153573,-0.042004957650832564,-0.024993150960592632,0.04887815526579547
12,0.40018409425625917,1,311.78369140625,911.4078979492188,-0.21630859375,-0.59210205078125,0.6303762735616439,-0.02193554408230319,-0.060044219283979475,0.06392555329138168,1,301.6013488769531,1065.014892578125,-0.398651123046875,0.014892578125,0.3989292002219741,-0.04042663831082485,0.0015102349763211,0.04045483771810184,1,356.8060302734375,1186.6492919921875,-0.1939697265625,-0.3507080078125,0.4007747017546686,-0.01967019161782154,-0.03556479579484033,0.040641987380177526
13,0.43353276877761415,1,311.4581604003906,911.30859375,-0.541839599609375,-0.69140625,0.8784262941441987,-0.05494717623889576,-0.07011451562198943,0.08907994991879188,1,301.2098693847656,1065.101806640625,-0.790130615234375,0.101806640625,0.7966624010244238,-0.0801260118277246,0.010324065329932765,0.08078839085136787,1,356.5272521972656,1186.5057373046875,-0.472747802734375,-0.4942626953125,0.6839488993833945,-0.04794067626678312,-0.05012247064855847,0.06935827639750074
14,0.4668814432989691,1,311.50750732421875,911.1466064453125,-0.49249267578125,-0.8533935546875,0.9853068531581126,-0.04994297550793015,-0.08654141573328533,0.0999185540313061,1,301.17633056640625,1064.9078369140625,-0.82366943359375,-0.0921630859375,0.8288096103727152,-0.08352713526825101,-0.009346126287888775,0.0840483932190846,1,356.4747619628906,1186.5986328125,-0.525238037109375,-0.4013671875,0.6610375290618297,-0.0532636356095542,-0.04070207050937522,0.06703486721175422
15,0.500230117820324,1,310.7569580078125,911.5565795898438,-1.2430419921875,-0.44342041015625,1.3197632569838447,-0.12605510462194885,-0.04496662747119996,0.13383529798742985,1,300.69476318359375,1064.8221435546875,-1.30523681640625,-0.1778564453125,1.3172987747817582,-0.1323621924943718,-0.018036166889342974,0.1335853783839286,1,355.76171875,1186.8233642578125,-1.23828125,-0.1766357421875,1.250815989472349,-0.12557232458853473,-0.017912377137185506,0.12684345453066584
16,0.5335787923416789,1,310.5374450683594,911.19140625,-1.462554931640625,-0.80859375,1.6711944173570519,-0.1483155968036654,-0.08199833182910628,0.169473427645704,1,300.5001525878906,1064.7333984375,-1.499847412109375,-0.2666015625,1.5233576903467652,-0.15209737373207602,-0.02703568187119084,0.154481517310114,1,355.5957336425781,1186.56103515625,-1.404266357421875,-0.43896484375,1.471276363106321,-0.14240463613814636,-0.04451479487582521,0.14920002465306315
17,0.5669274668630339,1,310.3500671386719,911.1748046875,-1.649932861328125,-0.8251953125,1.844783388547931,-0.16731732375983663,-0.08368187245844784,0.18707683610833792,1,300.4875183105469,1064.5789794921875,-1.512481689453125,-0.4210205078125,1.5699869836816083,-0.1533785976669058,-0.04269508551911044,0.15921012703264426,1,355.6133117675781,1186.403564453125,-1.386688232421875,-0.596435546875,1.5095163515223624,-0.14062206370707883,-0.06048367290413848,0.15307788700270378
18,0.6002761413843888,1,310.69683837890625,911.0728759765625,-1.30316162109375,-0.9271240234375,1.5993089649991425,-0.13215174991570414,-0.09401831676359634,0.16218362708005624,1,300.6737976074219,1064.716064453125,-1.326202392578125,-0.283935546875,1.3562566795629611,-0.13448828148767633,-0.028793496351826875,0.13753604360192687,1,355.76220703125,1186.3282470703125,-1.23779296875,-0.6717529296875,1.4083264650040053,-0.12552280868767177,-0.06812150061225421,0.14281636582166343
19,0.6336248159057437,1,310.802490234375,911.15380859375,-1.197509765625,-0.84619140625,1.466311540832505,-0.12143774686647534,-0.08581105619555628,0.14869654915095729,1,300.6293640136719,1064.5140380859375,-1.370635986328125,-0.4859619140625,1.454235878025625,-0.13899422846620813,-0.0492807003338877,0.14747197351468141,1,355.72442626953125,1186.271240234375,-1.27557373046875,-0.728759765625,1.4690742451815593,-0.12935410151694537,-0.07390248203800792,0.14897671103442406
20,0.6669734904270986,1,310.5653076171875,911.0964965820312,-1.4346923828125,-0.90350341796875,1.6954824267981732,-0.14549009571067123,-0.09162298505934936,0.17193643982904272,1,300.36376953125,1064.46875,-1.63623046875,-0.53125,1.720312968435059,-0.16592778379186907,-0.053873300138929735,0.17445446942380252,1,355.46209716796875,1186.2176513671875,-1.53790283203125,-0.7823486328125,1.7254606642961545,-0.15595651925558507,-0.07933685215772074,0.17497648987396483
21,0.7003221649484536,1,310.27606201171875,910.9415283203125,-1.72393798828125,-1.0584716796875,2.0229494517015696,-0.17482207748438308,-0.10733809409573983,0.20514440089863906,1,300.203369140625,1064.5892333984375,-1.796630859375,-0.4107666015625,1.8429898659020771,-0.18219375722536024,-0.041655251600987715,0.18689495755058533,1,355.5212707519531,1186.40869140625,-1.478729248046875,-0.59130859375,1.592572146582967,-0.14995581101975183,-0.05996375594507712,0.16150045599202592
22,0.7336708394698085,1,310.1206359863281,911.059814453125,-1.879364013671875,-0.940185546875,2.101418082733063,-0.19058360767783258,-0.09534286711168125,0.21310179216649894,1,300.3035583496094,1064.5902099609375,-1.696441650390625,-0.4097900390625,1.7452341244930185,-0.17203371331703612,-0.041556219799261745,0.17698168809696874,1,355.36151123046875,1186.35888671875,-1.63848876953125,-0.64111328125,1.7594520986020539,-0.16615679483336038,-0.06501437783310178,0.1784235124481096
23,0.7670195139911634,1,310.6046142578125,910.9411010742188,-1.3953857421875,-1.05889892578125,1.7516758560078531,-0.14150406569120078,-0.10738142050899493,0.17763493484579337,1,300.43377685546875,1064.6781005859375,-1.56622314453125,-0.3218994140625,1.5989603407336712,-0.1588284415056383,-0.032643357643924106,0.16214827359358197,1,355.457275390625,1186.3983154296875,-1.542724609375,-0.6016845703125,1.6559056562870313,-0.15644548877660708,-0.06101596883841559,0.16792301632546383
24,0.8003681885125183,1,310.5672912597656,910.9969482421875,-1.432708740234375,-1.0030517578125,1.7489331500073741,-0.14528893736341533,-0.1017180393477908,0.17735680096615733,1,300.2900695800781,1064.4437255859375,-1.709930419921875,-0.5562744140625,1.7981388335483937,-0.17340159007837613,-0.05641099005815781,0.182346678722292,1,355.4844665527344,1186.28271484375,-1.515533447265625,-0.71728515625,1.6767049904969615,-0.15368807204729948,-0.07273885836772774,0.17003224695997013
25,0.8337168630338734,1,310.4424133300781,910.8089599609375,-1.557586669921875,-1.1910400390625,1.9607785721412598,-0.15795262900912424,-0.12078166118004076,0.19883974121966716,1,300.3801574707031,1064.517822265625,-1.619842529296875,-0.482177734375,1.6900843728186783,-0.16426590636915506,-0.04889695210219955,0.1713890309213656,1,355.6223449707031,1186.1099853515625,-1.377655029296875,-0.8900146484375,1.640140071512278,-0.13970601954111356,-0.09025510829800934,0.16632425099758424
26,0.8670655375552283,1,310.38409423828125,910.9212036132812,-1.61590576171875,-1.07879638671875,1.9429238468744174,-0.16386668441844723,-0.10939919346916165,0.19702911915246954,1,300.44024658203125,1064.7017822265625,-1.55975341796875,-0.2982177734375,1.5880064751943608,-0.15817235581920372,-0.03024183645206924,0.16103745780839468,1,355.53582763671875,1186.418212890625,-1.46417236328125,-0.581787109375,1.5755243413008633,-0.14847961822527406,-0.05899819587824887,0.15977166252252417
27,0.9004142120765832,1,310.2093505859375,910.8360595703125,-1.7906494140625,-1.1639404296875,2.1356925452750675,-0.18158718743978866,-0.11803352868214499,0.21657751622791244,1,300.1777038574219,1064.6436767578125,-1.822296142578125,-0.3563232421875,1.8568062591929524,-0.184796436764471,-0.03613422865476468,0.18829605816723816,1,355.22735595703125,1186.2777099609375,-1.77264404296875,-0.7222900390625,1.9141498905784529,-0.17976128859546603,-0.07324639635157335,0.19411119353606116
28,0.9337628865979382,1,310.3589172363281,911.1635131835938,-1.641082763671875,-0.83648681640625,1.8419725381346983,-0.166419848056695,-0.08482692766590441,0.18679179180159397,1,300.2452087402344,1064.6494140625,-1.754791259765625,-0.3505859375,1.7894699955357125,-0.17795086347016306,-0.03555241681962459,0.18146758429949117,1,355.365966796875,1186.532470703125,-1.634033203125,-0.467529296875,1.69960235124319,-0.16570496223798561,-0.047411475076309946,0.17235423545478595
29,0.9671115611192931,1,310.2176513671875,911.2520141601562,-1.7823486328125,-0.74798583984375,1.9329380397455445,-0.18074541712511788,-0.07585217063448804,0.19601647278148931,1,300.1221923828125,1064.673828125,-1.8778076171875,-0.326171875,1.905924851406375,-0.19042577574383182,-0.03307662177647524,0.19327710411682011,1,355.29107666015625,1186.4488525390625,-1.70892333984375,-0.5511474609375,1.7956008757963364,-0.17329946353284623,-0.055891073099096446,0.182089308068708
30,1.000460235640648,1,310.08685302734375,911.1552124023438,-1.91314697265625,-0.84478759765625,2.0913625759627603,-0.19400948906879048,-0.08566869798057519,0.2120820776549026,1,300.12457275390625,1064.6942138671875,-1.87542724609375,-0.3057861328125,1.900192757172601,-0.19018438572712476,-0.031009332915445536,0.19269582066631522,1,355.2905578613281,1186.44970703125,-1.709442138671875,-0.55029296875,1.7958326138375933,-0.17335207417751314,-0.05580442027258622,0.1821128082909202
31,1.033808910162003,1,310.27325439453125,911.0491333007812,-1.72674560546875,-0.95086669921875,1.971242721150493,-0.17510679391434525,-0.09642602744305909,0.1999008955542985,1,300.1573486328125,1064.7364501953125,-1.8426513671875,-0.2635498046875,1.8614033846935978,-0.18686063088169677,-0.026726207490797172,0.18876224606723366,1,355.366943359375,1186.4122314453125,-1.633056640625,-0.5877685546875,1.7356110927765018,-0.16560593043625965,-0.05960476566382046,0.17600583025996103
32,1.0671575846833579,1,310.16937255859375,911.034912109375,-1.83062744140625,-0.965087890625,2.0694423079324067,-0.18564130182294572,-0.09786817805569357,0.20985917473024374,1,299.9060974121094,1064.829833984375,-2.093902587890625,-0.170166015625,2.1008056836482387,-0.21233965661950746,-0.01725629145075093,0.2130396896541196,1,355.2145080566406,1186.5845947265625,-1.785491943359375,-0.4154052734375,1.833178393119699,-0.18106417573692335,-0.042125652659186094,0.1858999901755077
33,1.1005062592047128,1,310.1947021484375,911.1305541992188,-1.8052978515625,-0.86944580078125,2.0037555572854506,-0.18307266446567827,-0.08816925097415602,0.20319797560976469,1,300.1558532714844,1064.6793212890625,-1.844146728515625,-0.3206787109375,1.87182050206301,-0.18701227332808965,-0.03251956789176664,0.18981863099076268,1,355.27752685546875,1186.5029296875,-1.72247314453125,-0.4970703125,1.7927611746131218,-0.17467352978179412,-0.05040718707852065,0.18180133804678197
34,1.1338549337260677,1,310.19195556640625,911.1705322265625,-1.80804443359375,-0.8294677734375,1.9892313744310157,-0.18335119140803258,-0.08411513659099898,0.20172509906917238,1,300.1775817871094,1064.7027587890625,-1.822418212890625,-0.2972412109375,1.846499520756789,-0.18480881573968674,-0.030142804650343268,0.18725086661293253,1,355.3358459472656,1186.4622802734375,-1.664154052734375,-0.5377197265625,1.7488714119587794,-0.16875947437247113,-0.05452938582536431,0.17735054019924545
35,1.1672036082474226,1,310.2833251953125,911.3272705078125,-1.7166748046875,-0.6727294921875,1.8437834348718176,-0.17408552845904615,-0.06822053241398018,0.18697543224100938,1,300.4284973144531,1064.52734375,-1.571502685546875,-0.47265625,1.6410437597288814,-0.15936383218371936,-0.047931392035371306,0.16641589272280793,1,355.5076904296875,1186.61572265625,-1.4923095703125,-0.38427734375,1.5409921903000787,-0.15133297201250367,-0.03896901397917068,0.15626980664429715
36,1.2005522827687776,1,309.9306640625,911.3817138671875,-2.0693359375,-0.6182861328125,2.1597289098998607,-0.20984838785733842,-0.06269950946775714,0.21901500947154584,1,299.9179992675781,1064.6163330078125,-2.082000732421875,-0.3836669921875,2.1170563078717173,-0.21113270653597213,-0.03890711910309195,0.21468764213644698,1,355.2295227050781,1186.566162109375,-1.770477294921875,-0.433837890625,1.8228563210455808,-0.17954156178538652,-0.04399487791676385,0.18485324365898131
37,1.2339009572901325,1,310.28143310546875,911.325927734375,-1.71856689453125,-0.674072265625,1.8460350999543873,-0.17427740257489022,-0.0683567011413534,0.18720377036581995,1,300.320556640625,1064.6571044921875,-1.679443359375,-0.3428955078125,1.7140908163299802,-0.1703099410182434,-0.03477254138103254,0.1738234899078176,1,355.51318359375,1186.3594970703125,-1.48681640625,-0.6405029296875,1.6189092095705786,-0.15077591812779506,-0.06495248295702305,0.1641712597550556
38,1.2672496318114874,1,310.3851623535156,911.0073852539062,-1.614837646484375,-0.99261474609375,1.8955169898120026,-0.16375836838530944,-0.10065963696684446,0.19222165780815553,1,300.4327392578125,1064.4034423828125,-1.5672607421875,-0.5965576171875,1.6769577289325277,-0.15893366279497215,-0.06049605187935423,0.170057876802033,1,355.5130615234375,1186.3604736328125,-1.4869384765625,-0.6395263671875,1.618635229880423,-0.1507882971030108,-0.06485345115529707,0.16414347586784667
39,1.3005983063328423,1,310.4948425292969,910.8834838867188,-1.505157470703125,-1.11651611328125,1.8740616966445096,-0.15263585915396102,-0.1132242968108274,0.19004590731708526,1,300.43084716796875,1064.4609375,-1.56915283203125,-0.5390625,1.6591651482531635,-0.15912553691081624,-0.05466555455273752,0.16825355672827205,1,355.5741271972656,1186.4278564453125,-1.425872802734375,-0.5721435546875,1.5363793466289601,-0.1445957147513335,-0.05802025683620488,0.15580202478719007
40,1.3339469808541973,1,310.4490051269531,910.8539428710938,-1.550994873046875,-1.14605712890625,1.9284792036562202,-0.15728416434747391,-0.1162200088130381,0.1955643086122461,1,300.4107360839844,1064.5504150390625,-1.589263916015625,-0.4495849609375,1.651631445526057,-0.1611649730776105,-0.045591765719595174,0.1674895747458252,1,355.5685119628906,1186.372802734375,-1.431488037109375,-0.627197265625,1.5628609696306093,-0.14516514761125787,-0.06360317465850665,0.15848748817379493
41,1.3672956553755522,1,310.3083801269531,911.0665893554688,-1.691619873046875,-0.93341064453125,1.9320541468114627,-0.17154474379601412,-0.09465583398720731,0.19592683846745926,1,300.3825378417969,1064.5740966796875,-1.617462158203125,-0.4259033203125,1.6725960275787823,-0.164024516352448,-0.04319024452774031,0.16961556292693333,1,355.5320129394531,1186.34716796875,-1.467987060546875,-0.65283203125,1.6066037691226345,-0.14886646120076613,-0.06620275945381347,0.1629233826979378
42,1.4006443298969071,1,310.4808349609375,911.2809448242188,-1.5191650390625,-0.71905517578125,1.6807447045067765,-0.15405634655996794,-0.07291835350835606,0.17044190856058417,1,300.5766296386719,1064.6016845703125,-1.423370361328125,-0.3983154296875,1.47805222067236,-0.1443419457594107,-0.04039259612898155,0.14988715464525865,1,355.7165832519531,1186.319580078125,-1.283416748046875,-0.680419921875,1.4526285895753246,-0.1301494506745571,-0.06900040785257222,0.14730898069944778
43,1.433993004418262,1,310.4385070800781,911.1420288085938,-1.561492919921875,-0.85797119140625,1.781677497261837,-0.15834875621602812,-0.08700562730387583,0.18067735823202655,1,300.44219970703125,1064.5926513671875,-1.55780029296875,-0.4073486328125,1.6101784563916313,-0.1579742922157518,-0.04130864029494681,0.163285886604094,1,355.6320495605469,1186.4515380859375,-1.367950439453125,-0.5484619140625,1.4738042190118397,-0.1387218910114617,-0.05561873564435002,0.14945637089288616
44,1.467341678939617,1,310.46466064453125,911.2817993164062,-1.53533935546875,-0.71820068359375,1.695015975843805,-0.1556965607760544,-0.07283170068184583,0.17188913770713257,1,300.5044860839844,1064.5992431640625,-1.495513916015625,-0.4007568359375,1.5482790170208425,-0.15165792011191703,-0.040640175633296485,0.15700875328521588,1,355.69415283203125,1186.5645751953125,-1.30584716796875,-0.4354248046875,1.376528817943581,-0.13242408737045056,-0.044155804594568554,0.13959181206392604
45,1.500690353460972,1,310.5107421875,911.2564086914062,-1.4892578125,-0.74359130859375,1.6645770833182976,-0.15102349763211,-0.07540652752672115,0.16880237329692402,1,300.5903015136719,1064.563232421875,-1.409698486328125,-0.436767578125,1.4758101977073423,-0.14295550053524708,-0.04429197332194177,0.14965979431375226,1,355.7942199707031,1186.4771728515625,-1.205780029296875,-0.5228271484375,1.3142502448903939,-0.12227642243734217,-0.053019150849043205,0.13327623134238512
46,1.5340390279823268,1,310.5585632324219,911.2271728515625,-1.441436767578125,-0.7728271484375,1.6355432602924667,-0.14617403409134122,-0.0783712920908925,0.16585809496835713,1,300.628662109375,1064.5662841796875,-1.371337890625,-0.4337158203125,1.4382896172374913,-0.13906540757369867,-0.0439824989415481,0.14585488609156091,1,355.7943420410156,1186.47607421875,-1.205657958984375,-0.52392578125,1.3145757255939239,-0.12226404346212644,-0.05313056162598493,0.13330923787345467
47,1.5673877025036818,1,310.6051940917969,911.2420043945312,-1.394805908203125,-0.75799560546875,1.5874636561094182,-0.14144526555892598,-0.07686724660217926,0.16098241130395374,1,300.6607971191406,1064.5753173828125,-1.339202880859375,-0.4246826171875,1.4049269309979342,-0.13580664234815334,-0.043066454775582845,0.1424716239565499,1,355.8450012207031,1186.43212890625,-1.154998779296875,-0.56787109375,1.2870507990340134,-0.11712676874759154,-0.05758699270365375,0.13051797457018116
48,1.6007363770250367,1,310.6663513183594,911.230224609375,-1.333648681640625,-0.769775390625,1.539861343775357,-0.13524339897583687,-0.07806181771049883,0.15615512912102675,1,300.6812438964844,1064.61376953125,-1.318756103515625,-0.38623046875,1.3741512418764386,-0.13373316399951576,-0.039167077582622625,0.1393507054868563,1,355.892822265625,1186.4356689453125,-1.107177734375,-0.5643310546875,1.2427035345489543,-0.11227730520682276,-0.057228002422397097,0.1260207821185217
49,1.6340850515463916,1,310.61077880859375,911.2962646484375,-1.38922119140625,-0.7037353515625,1.557298610957769,-0.14087892744280556,-0.07136479211877984,0.15792341736294824,1,300.7035217285156,1064.678955078125,-1.296478271484375,-0.321044921875,1.3356368332345576,-0.13147400102264198,-0.03255670481741388,0.1354450145759152,1,355.91949462890625,1186.4869384765625,-1.08050537109375,-0.5130615234375,1.196128748837035,-0.1095724991221821,-0.05202883283178347,0.12129769993581191
50,1.6674337260677468,1,310.6572265625,911.30712890625,-1.3427734375,-0.69287109375,1.510996643613045,-0.13616872737321395,-0.07026306332457839,0.15322800129935252,1,300.70269775390625,1064.7410888671875,-1.29730224609375,-0.2589111328125,1.32288627342419,-0.13155755910534828,-0.026255806432598797,0.13415199860301485,1,355.94720458984375,1186.555908203125,-1.05279541015625,-0.444091796875,1.1426266668066754,-0.1067624717482076,-0.045034711834886575,0.11587213057434519
51,1.7007824005891017,1,310.780029296875,910.9176635742188,-1.219970703125,-1.08233642578125,1.6308833971367291,-0.12371547830617273,-0.1097581837504183,0.16538554493278934,1,300.74237060546875,1064.6356201171875,-1.25762939453125,-0.3643798828125,1.309352661809449,-0.1275343921602306,-0.03695124101900396,0.1327795744703379,1,355.9749450683594,1186.3760986328125,-1.025054931640625,-0.6239013671875,1.1999960536848435,-0.10394934963042915,-0.06326894232768149,0.12168987777071964
52,1.7341310751104566,1,310.8836975097656,910.859619140625,-1.116302490234375,-1.140380859375,1.5958069288395544,-0.11320263360419983,-0.11564438646550587,0.16182849061864846,1,300.7807312011719,1064.654541015625,-1.219268798828125,-0.345458984375,1.2672641057337595,-0.1236442991986822,-0.03503249986056322,0.1285114343971524,1,356.00286865234375,1186.43017578125,-0.99713134765625,-0.56982421875,1.1484644377397226,-0.1011176590498271,-0.057785056307105696,0.11646413054727389
53,1.7674797496318115,1,310.7293395996094,910.8670043945312,-1.270660400390625,-1.13299560546875,1.702426766452044,-0.12885584776451156,-0.11489545846495319,0.17264065534798795,1,300.7005920410156,1064.5731201171875,-1.299407958984375,-0.4268798828125,1.3677307769520846,-0.13177109642781992,-0.04328927632946628,0.13869961535245404,1,355.9288635253906,1186.3956298828125,-1.071136474609375,-0.6043701171875,1.229876654704785,-0.10862241277437354,-0.061288306293162016,0.12472002664051525
54,1.8008284241531665,1,310.7479248046875,910.94970703125,-1.2520751953125,-1.05029296875,1.6342605713051157,-0.12697114878791413,-0.1065087027562848,0.1657280193188504,1,300.6103210449219,1064.7535400390625,-1.389678955078125,-0.2464599609375,1.4113646270657145,-0.1409253485998646,-0.024993150960592632,0.14312446147647975,1,355.8340148925781,1186.3497314453125,-1.165985107421875,-0.6502685546875,1.3350544797666393,-0.11824087651700875,-0.06594280097428279,0.13538595894642982
55,1.8341770986745214,1,310.65179443359375,911.240234375,-1.34820556640625,-0.759765625,1.5475471088856836,-0.13671959177031467,-0.0770467417428076,0.15693453153154147,1,300.684814453125,1064.67041015625,-1.315185546875,-0.32958984375,1.355854891871561,-0.1333710789744552,-0.03342323308251615,0.13749529888872042,1,356.0385437011719,1186.2197265625,-0.961456298828125,-0.7802734375,1.2382345705981332,-0.09749990354302511,-0.07912640957905305,0.1255675908973779
56,1.8675257731958763,1,310.7316589355469,910.946044921875,-1.268341064453125,-1.053955078125,1.6490938003896447,-0.12862064723541236,-0.10688007201275719,0.16723223579414515,1,300.7409973144531,1064.6160888671875,-1.259002685546875,-0.3839111328125,1.3162353589353313,-0.12767365563140776,-0.03893187705352344,0.13347753890897884,1,356.0486755371094,1186.32421875,-0.951324462890625,-0.67578125,1.1669183911249743,-0.09647244860011814,-0.06853000679437385,0.1183355194780475
57,1.9008744477172312,1,310.6191101074219,911.0675048828125,-1.380889892578125,-0.9324951171875,1.6662544940683446,-0.14003406238433086,-0.09456299167308921,0.16897247711394717,1,300.64373779296875,1064.6468505859375,-1.35626220703125,-0.3531494140625,1.4014855271724944,-0.13753660413455396,-0.035812375299155264,0.14212263613313872,1,355.9149169921875,1186.352783203125,-1.0850830078125,-0.647216796875,1.2634455730266172,-0.11003671069277261,-0.06563332659388911,0.12812420247504003
58,1.9342231222385862,1,310.8127136230469,910.6809692382812,-1.187286376953125,-1.31903076171875,1.7746805603428533,-0.12040100769215654,-0.1337610166937512,0.179967808899905,1,300.7313537597656,1064.58056640625,-1.268646240234375,-0.41943359375,1.3361840526016076,-0.12865159467345175,-0.042534158841305736,0.13550050730665011,1,355.9563293457031,1186.33837890625,-1.043670654296875,-0.66162109375,1.235714735015899,-0.10583714335083053,-0.06709404566934724,0.12531205798702974
